0.711846,-4.314814,0.67507,0.010417,-0.018775,-0.48576,0.873828,-0.566778,0.591539,0.254367,0.741491,0.059084,-0.2618,-0.349055,-0.442687,-0.185844,1.125199,-0.610597,0.238219,0.097404,-0.044448,-0.021506,-1.139132,0.459839,0.29687,1.115431,-0.973722,0.042387,0.170684,-1.285209,0.272751,0.740064,0.860938,0.591753,-0.127954,-0.120933
0.711797,-4.315071,0.675229,0.011472,-0.017185,-0.48584,0.873803,-0.56927,0.59141,0.255225,0.738979,0.060225,-0.2618,-0.353188,-0.442586,-0.185766,1.124626,-0.609773,0.237857,0.097844,-0.047743,-0.023724,-1.150085,0.468457,0.290894,1.12578,-0.976495,0.044642,0.154073,-1.298088,0.277677,0.739635,0.869673,0.596734,-0.129417,-0.114853
0.711698,-4.315334,0.675425,0.01212,-0.016093,-0.485921,0.873771,-0.57039,0.59156,0.255925,0.736602,0.061398,-0.2618,-0.355952,-0.442117,-0.185769,1.124315,-0.608579,0.236606,0.099573,-0.049439,-0.025283,-1.157317,0.477129,0.283376,1.137159,-0.979154,0.047254,0.130985,-1.309603,0.279521,0.739539,0.881551,0.601932,-0.131802,-0.105195
0.711674,-4.31556,0.675676,0.012499,-0.015255,-0.485945,0.873767,-0.570706,0.591711,0.25676,0.734115,0.062104,-0.2618,-0.357506,-0.44145,-0.186086,1.123609,-0.607552,0.235394,0.102444,-0.051063,-0.026206,-1.164815,0.483625,0.278277,1.148776,-0.98322,0.050773,0.104764,-1.316554,0.282291,0.736984,0.893957,0.608684,-0.132893,-0.096428
0.71164,-4.315909,0.675921,0.012704,-0.014723,-0.486077,0.8737,-0.570201,0.592075,0.257284,0.731841,0.062696,-0.2618,-0.357987,-0.440824,-0.186511,1.122615,-0.606515,0.234677,0.105641,-0.051974,-0.027236,-1.171725,0.489861,0.274469,1.160682,-0.987222,0.054947,0.079186,-1.320965,0.285089,0.732208,0.904531,0.615175,-0.134061,-0.092171
0.711734,-4.316135,0.676111,0.012729,-0.014455,-0.486279,0.873591,-0.569452,0.592525,0.257804,0.730591,0.063227,-0.2618,-0.357935,-0.440088,-0.186454,1.121568,-0.605542,0.234184,0.107937,-0.052961,-0.028406,-1.176652,0.497953,0.269562,1.172632,-0.988584,0.05696,0.059332,-1.32732,0.285131,0.731519,0.911843,0.616808,-0.135828,-0.091449
0.711812,-4.316306,0.676279,0.012715,-0.014244,-0.486423,0.873515,-0.569147,0.592954,0.258236,0.730066,0.063885,-0.2618,-0.357696,-0.439384,-0.186485,1.120505,-0.604838,0.233685,0.108455,-0.054384,-0.029153,-1.18035,0.507461,0.265605,1.184677,-0.987063,0.055266,0.050885,-1.333742,0.283215,0.733077,0.914244,0.613625,-0.137714,-0.092424
0.711907,-4.316414,0.676361,0.012588,-0.014075,-0.486446,0.873507,-0.569183,0.59328,0.258164,0.729826,0.064312,-0.2618,-0.357289,-0.438928,-0.186893,1.11979,-0.604204,0.233957,0.107578,-0.055895,-0.029666,-1.184596,0.516285,0.263006,1.194496,-0.985373,0.054803,0.046482,-1.338376,0.280682,0.734516,0.912564,0.608304,-0.139211,-0.09456
0.711959,-4.316432,0.676359,0.012408,-0.014007,-0.486288,0.873598,-0.5697,0.593435,0.257657,0.730194,0.064795,-0.2618,-0.356745,-0.438781,-0.187526,1.119448,-0.604139,0.23417,0.106025,-0.056983,-0.029529,-1.189444,0.52373,0.262953,1.20201,-0.984623,0.053018,0.045267,-1.339294,0.278975,0.732913,0.909376,0.604206,-0.138937,-0.097338
0.712072,-4.316375,0.67632,0.012199,-0.014102,-0.485961,0.873781,-0.570368,0.593162,0.256968,0.731096,0.064913,-0.2618,-0.355947,-0.438952,-0.188078,1.119543,-0.603957,0.234415,0.104285,-0.057436,-0.029343,-1.192902,0.529695,0.262526,1.208326,-0.984406,0.051458,0.046345,-1.339518,0.276786,0.731057,0.906905,0.600944,-0.13729,-0.099932
