3.032217,0.123139,0.721657,-0.005468,0.000978,0.67832,0.734746,-0.103148,0.151643,0.130239,0.280976,-0.20271,-0.087857,-0.037842,-0.133309,-0.252652,0.267226,-0.21962,0.073463,0.035363,-0.000297,0.014777,0.019601,0.339376,-0.233955,1.286838,0.100417,0.340985,-0.670374,-0.064448,-0.320188,0.331291,1.304905,-0.060889,0.206935,0.651198
3.032174,0.123051,0.721633,-0.00547,0.000968,0.678324,0.734742,-0.10335,0.151656,0.130305,0.281275,-0.203334,-0.088075,-0.037709,-0.133151,-0.251871,0.266854,-0.219804,0.073112,0.035394,-0.000451,0.014961,0.019507,0.339236,-0.235041,1.287616,0.100415,0.340599,-0.669556,-0.064471,-0.31989,0.331592,1.304794,-0.0613,0.206695,0.651954
3.032136,0.123043,0.721598,-0.005518,0.000993,0.678273,0.734789,-0.103541,0.1517,0.130454,0.281536,-0.203968,-0.088062,-0.037497,-0.133052,-0.251881,0.266117,-0.220008,0.073304,0.035393,-0.000515,0.014755,0.01964,0.338915,-0.235737,1.288579,0.100398,0.340024,-0.669343,-0.064442,-0.319734,0.331802,1.305047,-0.061865,0.206249,0.653323
3.032139,0.123041,0.721602,-0.005583,0.001035,0.678158,0.734894,-0.103601,0.151877,0.130801,0.281574,-0.204373,-0.08816,-0.037502,-0.132831,-0.251689,0.26557,-0.219887,0.073559,0.035316,-0.000465,0.01461,0.020067,0.338552,-0.236215,1.289083,0.100773,0.34019,-0.669915,-0.064531,-0.319669,0.332665,1.30515,-0.062364,0.206174,0.653914
3.032151,0.123062,0.721628,-0.005645,0.001014,0.678086,0.73496,-0.1036,0.152107,0.130982,0.281681,-0.20466,-0.088169,-0.037522,-0.13256,-0.251327,0.265443,-0.21956,0.073093,0.03556,-0.000274,0.014729,0.021773,0.338421,-0.237422,1.285723,0.100482,0.340664,-0.667677,-0.064038,-0.31968,0.333318,1.304483,-0.062014,0.20603,0.653681
3.032194,0.123151,0.721624,-0.005732,0.001092,0.677968,0.735068,-0.103643,0.152246,0.131231,0.281726,-0.205065,-0.088143,-0.037647,-0.132418,-0.25114,0.265141,-0.219392,0.073198,0.035267,-0.000236,0.014728,0.023341,0.338251,-0.237801,1.283268,0.100907,0.34301,-0.665441,-0.063693,-0.319726,0.334586,1.30379,-0.061869,0.206503,0.652858
3.032246,0.123236,0.721667,-0.005832,0.00115,0.677862,0.735165,-0.103704,0.152475,0.13143,0.281775,-0.205183,-0.088168,-0.037887,-0.132225,-0.250982,0.265255,-0.219164,0.07301,0.035282,-0.00034,0.014769,0.023449,0.338431,-0.238087,1.282932,0.100865,0.343639,-0.664953,-0.063406,-0.319501,0.334641,1.303954,-0.062384,0.207428,0.652934
3.032321,0.12336,0.721705,-0.005941,0.001246,0.677717,0.735297,-0.103765,0.1527,0.131709,0.281814,-0.205111,-0.087944,-0.038251,-0.132079,-0.250772,0.265448,-0.218971,0.072563,0.035364,-0.000369,0.014925,0.023142,0.338945,-0.239256,1.282807,0.100868,0.343535,-0.664814,-0.063287,-0.319551,0.334982,1.303823,-0.063058,0.208067,0.653434
3.032391,0.123658,0.721694,-0.006057,0.001296,0.677456,0.735537,-0.103218,0.153069,0.132347,0.281511,-0.205572,-0.08807,-0.038424,-0.131745,-0.250165,0.265663,-0.21901,0.072398,0.036118,-0.000151,0.014706,0.023019,0.33926,-0.240024,1.282608,0.100968,0.34351,-0.665048,-0.062692,-0.320008,0.335554,1.303701,-0.064474,0.209093,0.654638
3.032426,0.123743,0.721741,-0.006161,0.001451,0.677604,0.7354,-0.103656,0.15291,0.131945,0.281531,-0.205221,-0.087783,-0.038533,-0.131788,-0.250217,0.26551,-0.218685,0.07237,0.035293,-0.000158,0.014704,0.022407,0.339641,-0.240823,1.282773,0.101416,0.343585,-0.665425,-0.062755,-0.320241,0.335471,1.304088,-0.063792,0.20864,0.654861
